,Class,Comment,FNODE_,IsCentroid,Linestring,TNODE_,cross,endChainag,fix_id,geometry,id,length,length_1,mode,name,networkGrp,osm_id,osmid,penalty,road,roadId,startChain,type,width,FromTo,m1_01,m1_02,m2_01,m2_02,m3_01,m3_02,m4_01,m4_02,m5_01,m6_01,m7_01,m7_02,m7_03,m8_01,m8_02,m8_03,m9_01,m10,avrgLane,truckAadt
144,,,22641,0,,11732,0,21.032,,"LINESTRING (90.2244438 24.0601667, 90.22097159999998 24.0618611, 90.21855490000002 24.0629444, 90.21413890000001 24.0657778, 90.21336109999999 24.0662222, 90.20947220000001 24.0743327, 90.2087970768053 24.07533499928805)",51102,2.442487846,,road,,0,,32894,0,N4,46629,18.723,0,,1173222641,1.000011078,1,1.000362101,0.000213452,0.175099206,1.000548908,0,0.163212435,77,1.000195651,0.000400177,5752.944622,15999.44352,9455,0.094645965,3438.181818,0,0.013576905,2.75,9455
145,,,22643,0,,22645,0,22.904,,"LINESTRING (90.56191655105999 24.11502769828296, 90.5624444 24.1144444, 90.5611389 24.11425, 90.56221027702267 24.11524105508406)",50190,0.379101099,,road,,0,,32902,0,R313,11556,22.904,0,,2264322645,1.003119218,1.005040323,1.003027386,0.002979693,0.046130952,1.014640435,0,0.038860104,48,1.00203147,0.005266619,227422.3186,595843.4195,227,0.035204986,113.5,0,0,2,227
146,,,22643,0,,7670,0,14.201,,"LINESTRING (90.4018056 24.0955552, 90.4033333 24.0973052, 90.40766670000001 24.0982774, 90.40908329999999 24.0985274, 90.41086109999999 24.0988608, 90.4192493 24.1005556, 90.4204438 24.1008611, 90.42991600000001 24.1018611, 90.4394997 24.099083, 90.44147190000001 24.0984997, 90.44830520000001 24.0994163, 90.44958299999999 24.0996108, 90.45527779999999 24.0997219, 90.4554167 24.0997774, 90.45708899830507 24.09995076949152, 90.4615833 24.1004167, 90.4658333 24.1015, 90.46663890000001 24.1016389, 90.4710271 24.1023333, 90.47263819999999 24.1015833, 90.47572159999999 24.1014167, 90.48086040000001 24.1020833, 90.48269379999999 24.1022778, 90.48566629999999 24.10275, 90.4864441 24.1028889, 90.49455520000001 24.1041944, 90.49511080000001 24.1043333, 90.4952497 24.1043333, 90.50080559999999 24.1063056, 90.50399999999999 24.108, 90.50411109999999 24.1080278, 90.51349999999999 24.1082222, 90.5219993 24.1129722, 90.53036040000001 24.1172216, 90.5312216 24.1174716, 90.5388608 24.1140556, 90.53774969999999 24.1138611, 90.5406663 24.1138333, 90.54847190000001 24.1125278, 90.55761109999999 24.1138611, 90.55934892317072 24.1140745207317, 90.5607778 24.11425, 90.56191655105999 24.11502769828296)",50174,17.57798051,,road,,0,,17916,0,R312,999990,15.269,0,,767022643,1.003249351,1.005040323,1.003027386,0.002979693,0.046130952,1.016865662,0,0.038860104,75,1.00203147,0.005266619,227422.3186,595843.4195,1221,0.035204986,488.4,0,0,2.5,1221
147,,,22643,0,,7773,0,19.559,,"LINESTRING (90.41249999999999 24.2205549, 90.41269440000001 24.2205271, 90.41727709999999 24.2190271, 90.42189709116468 24.21754857188755, 90.43124930000001 24.2145556, 90.44055520000001 24.2114444, 90.4426941 24.2107778, 90.4497219 24.2084444, 90.4590556 24.2054722, 90.46038890000001 24.2050278, 90.46830490000001 24.2023889, 90.46911040000001 24.2021667, 90.4736104 24.2008056, 90.47747159999999 24.1991663, 90.4793604 24.1984719, 90.4865552 24.1956663, 90.49561079999999 24.192083, 90.49630520000001 24.1918608, 90.50097220000001 24.1899997, 90.5011944 24.1899163, 90.50461109999999 24.1884719, 90.51244440000001 24.1852774, 90.5155833 24.1841941, 90.51822159999999 24.1834441, 90.52313820000001 24.1825549, 90.5316382 24.1813327, 90.5329438 24.1813882, 90.54022190000001 24.1786938, 90.5427497 24.1739438, 90.54755520000001 24.1681104, 90.54766629999999 24.1679716, 90.5483608 24.1668882, 90.54980520000001 24.1587222, 90.5436663 24.1518056, 90.5409997 24.1486386, 90.5409441 24.1483608, 90.540583 24.1441108, 90.540583 24.1440274, 90.5406663 24.1437497, 90.5441941 24.1379997, 90.5447497 24.1376386, 90.54488859999999 24.137583, 90.5492497 24.1360274, 90.5541944 24.1280827, 90.55491670000001 24.126416, 90.5549444 24.1263604, 90.55752779999999 24.1207216, 90.5598056 24.1173604, 90.56191655105999 24.11502769828296)",11744,22.81778547,,road,,0,,18024,0,R313,11519,19.559,0,,777322643,1,1,1,1.39E-15,0,1.000761659,0,0,57,1,0,0,0,227,0,113.5,0,0,2,227
148,,,22645,0,,22647,0,18.016,,"LINESTRING (90.56221027702267 24.11524105508406, 90.56222220000001 24.11525, 90.56525000000001 24.1174993, 90.566 24.1180549, 90.56802522693829 24.11969473653086)",11636,0.776244261,,road,,0,,32903,0,R312,999990,18.016,0,,2264522647,1.002995272,1.005040323,1.003027386,0.002979693,0.046130952,1.013511705,0,0.038860104,48,1.00203147,0.005266619,227422.3186,595843.4195,763,0.035204986,305.2,0,0,2.5,763
149,,,22647,0,,22662,0,34.479,,"LINESTRING (90.56802522693829 24.11969473653086, 90.5689438 24.120416, 90.57416600000001 24.1225827, 90.58119379999999 24.1278604, 90.581416 24.1280827, 90.58524969999999 24.1293049, 90.5879441 24.1301382, 90.5881108 24.1302216, 90.58966629999999 24.1313049, 90.589833 24.1313049, 90.59441629999999 24.1314993, 90.59983299999999 24.1377497, 90.60013890000001 24.1384441, 90.60022220000001 24.1386108, 90.60552779999999 24.1423886, 90.6058611 24.1424997, 90.6070556 24.142583, 90.61361109999999 24.1361386, 90.6149444 24.1347497, 90.6189993 24.1291382, 90.62033270000001 24.1206104, 90.61986040000001 24.1118889, 90.6260271 24.1115278, 90.62636040000001 24.1114444, 90.629166 24.1106667, 90.6292771 24.1106667, 90.62938819999999 24.1106111, 90.6334719 24.1094722, 90.6388608 24.1080556, 90.6444719 24.109)",11775,11.74304722,,road,,0,,18047,0,R313,11580,34.479,0,,2264722662,1.002883827,1.005040323,1.00020807,0.000169199,0.02827381,1.002854702,0,0.02553664,50,1.00008877,0.000175524,4847.816853,10590.43039,227,0.006652321,113.5,0,0,2,227
150,,,41081,0,,17789,0,2.784,,"LINESTRING (89.3728327 24.8481663, 89.36380559999999 24.8471108, 89.3546944 24.8437219, 89.34722190000001 24.8417774)",41191,2.784,,road,,0,,28015,0,N510,41380,2,0,,1778941081,1.002106001,1.001004016,1,1.39E-15,0,1.002382735,0,0,34,1,0,0,0,702,0,175.5,0,0,4,702
151,,,20606,0,,16449,0,183.18,,"LINESTRING (91.61138890000001 24.5962774, 91.6131944 24.597583, 91.6156111 24.6011944, 91.61536109999999 24.6016111, 91.6177771 24.6041111, 91.61852709999999 24.6049444, 91.61866600000001 24.6050556, 91.62161040000001 24.6071389, 91.62636040000001 24.6104722, 91.62655490000002 24.6105556, 91.62766600000001 24.6112778, 91.62941600000001 24.6123611, 91.63124930000001 24.6134167)",45644,2.816,,road,,0,,30840,0,N2,46045,183.18,0,,1644920606,1.002608301,1.004028197,1.001910029,0.001911343,0.03125,1.122611073,0,0.023316062,6,1.000972813,0.002355695,164656.5069,293293.8126,1494,0.018891834,459.6923077,0,0.097113654,3.25,1494
152,,,20606,0,,22746,0,50.67,,"LINESTRING (91.60163584458881 24.59147978185494, 91.60186109999999 24.5914997, 91.61138890000001 24.5962774)",50399,1.273167048,,road,,0,,26670,0,R240,35861,49.42,0,,2060622746,1.002547447,1.004028197,1.001910029,0.001911343,0.03125,1.102638693,0,0.023316062,8,1.000972813,0.002355695,164656.5069,293293.8126,231,0.018891834,80.34782609,0,0.084583353,2.875,231
153,,,10367,0,,5541,0,74.829,,"LINESTRING (90.99502740000001 23.4911386, 91.0033056 23.4894441, 91.0034722 23.4893886, 91.0043056 23.4896108, 91.01127779999999 23.4893052, 91.0120278 23.4890552, 91.01225 23.4889441, 91.0140833 23.488333, 91.02294379999999 23.4846386, 91.03213819999999 23.4827771, 91.0404441 23.481166, 91.04197190000001 23.4814716, 91.0504167 23.4820827, 91.0516944 23.4821382, 91.0590278 23.4815271, 91.06136109999999 23.4815549, 91.07063820000001 23.4801104, 91.07899930000001 23.4770827, 91.07947159999999 23.4770271, 91.0889997 23.4781938, 91.09866629999999 23.4775549, 91.1036111 23.4778604, 91.10552779999999 23.4779993, 91.1177216 23.4789438, 91.11799930000001 23.4789716, 91.118166 23.4789716)",14841,13.12,,road,,0,,15741,0,N1,44282,73.829,0,,554110367,1.001176423,1.00201005,1.008947975,0.005910147,0.086805556,1.0702405,0,0.097705403,29,1.005879033,0.016310846,223606.9721,898471.3875,6098,0.092689744,975.68,0,0.000149881,6.25,6098
154,,,10367,0,,22989,0,87.156,,"LINESTRING (91.118166 23.4789716, 91.12347159999999 23.4793327, 91.12763819999999 23.4800827, 91.13644410000001 23.4767216, 91.13944410000001 23.4682216, 91.1421386 23.4595833, 91.14233299999999 23.459, 91.14605520000001 23.4513056, 91.14713859999999 23.448833, 91.1472497 23.4486386, 91.1481386 23.4469441, 91.148174970057 23.44684607972252, 91.14977740000001 23.4425274, 91.1521944 23.4373886)",43967,6.667,,road,,0,,24943,0,N1,44287,87.156,0,,1036722989,1.001886233,1.003018109,1.009683195,0.006369762,0.086805556,1.124911551,0,0.097705403,24,1.006120225,0.017569408,248053.0968,1039803.11,6624,0.102294004,1059.84,0,0.068235101,6.25,6624
155,,,10367,0,,2367,1,2.365,,"LINESTRING (91.118166 23.4789716, 91.11677709999999 23.4815827, 91.11336109999999 23.4866663, 91.1133056 23.4867219, 91.1069167 23.4935274, 91.10647220000001 23.4937774, 91.1059167 23.496333, 91.10558329999999 23.4976941, 91.1050556 23.5020278, 91.09963859999999 23.5093333, 91.0981108 23.5112222, 91.0939441 23.5166389, 91.08877740000001 23.5246104, 91.08347190000001 23.5322771, 91.08347190000001 23.5323882, 91.07727709999999 23.5419441, 91.07424930000001 23.5421941, 91.07413819999999 23.5423052, 91.07061040000001 23.5457774, 91.06613890000001 23.5501111, 91.06399999999999 23.5523611, 91.0633333 23.5531111, 91.06314265389874 23.55337951356377, 91.06148305047489 23.55571609462413)",51448,25.55001518,,road,,0,,20600,15,N102,17251,2.365,0,,236710367,1,1,1,1.39E-15,0,1.023861539,0,0,24,1,0,0,0,1737,0.009604261,868.5,0,0.074709249,2,1737
156,2,,2176,0,13,2175,1,,24,"LINESTRING (89.79651737592738 23.77728649854607, 89.78196837854149 23.79716720391123)",2114,2.770154611,,water,Padma,0,0,12265,0,,,,river,0,21752176,1.001198916,1.00201005,1,1.39E-15,0,1.000914336,0,0,49,1,0,0,0,0,0,0,0,0,0,0
157,2,,2176,0,13,436,1,,24,"LINESTRING (89.79651737592738 23.77728649854607, 89.8115022933132 23.75681012346901, 89.85168499528064 23.73876859628448)",2115,8.015092865,,water,Padma,0,0,12267,0,,,,river,0,4362176,1.00177931,1.003018109,1.004471912,0.00378186,0.083333333,1.021809496,0,0.101036269,47,1.001807193,0.003083963,108703.9231,312217.2773,0,0.038660911,0,0,0,0,0
158,,,2176,0,,35933,1,,,"LINESTRING (89.79651737592738 23.77728649854607, 89.8101944 23.7893052)",51457,17.65984167,,road,,0,,12268,15,N5,999991,,1,,217635933,1,1,1.010005295,0.010500423,0.068452381,1.09981914,0,0.085122132,48,1.003577529,0.006404045,125823.7187,541806.5863,0,0.031727562,0,0,0,2.291457286,0
159,,,2176,0,,15775,1,,,"LINESTRING (89.79651737592738 23.77728649854607, 89.7870552 23.7689716)",51456,16.84015833,,road,,0,,12266,15,N5,999991,,1,,217615775,1.001803263,1.003018109,1.002759816,0.003062997,0.063492063,1.009728299,0,0.09511473,47,1.000924925,0.001616992,72993.79063,180650.1802,0,0.034601698,0,0,0,2.291457286,0
160,,,39041,1,,6204,0,98.985,,"LINESTRING (90.76905490000002 22.4862774, 90.76905490000002 22.4839719, 90.7679438 22.4755549, 90.77080490000002 22.4671104, 90.774666 22.4594167, 90.77469379999999 22.4593056, 90.77480490000001 22.459, 90.771916 22.4619167, 90.77072159999999 22.4439163, 90.7703604 22.4419163, 90.76880490000001 22.4329438, 90.76880490000001 22.4301382, 90.7689438 22.4240549, 90.76758270000001 22.4163056, 90.7669993 22.4156944, 90.76100000000001 22.4085833, 90.75616670000001 22.4020278, 90.7554444 22.4011944, 90.75033329999999 22.3945552, 90.75036109999999 22.3940552, 90.7503889 22.3940552, 90.74763859999999 22.3852774, 90.7467497 22.3763604, 90.74341629999999 22.368166, 90.73911080000001 22.3601111, 90.73527740000002 22.3519722, 90.73558299999999 22.3493608, 90.7356108 22.3491663, 90.73597190000001 22.3460552, 90.73722190000001 22.3432219, 90.73786080000001 22.3414441, 90.73477890415602 22.3404259480446, 90.7347497 22.3404163, 90.733166 22.3374163, 90.73094379999999 22.3324716, 90.72966600000001 22.3298882, 90.7295271 22.3296104, 90.7294716 22.329166, 90.7257493 22.3210549, 90.72202709999999 22.3127778, 90.72016600000001 22.3065278, 90.7194993 22.3040833, 90.7170271 22.2954997, 90.71461109999999 22.2867219, 90.71425000000001 22.2854719, 90.71213890000001 22.2779438, 90.7098333 22.2692216, 90.70988890000001 22.2689716, 90.71716600000001 22.2649167, 90.7181938 22.2645278, 90.72624930000001 22.2616111, 90.7358052 22.2591944, 90.73677740000001 22.2590278, 90.7435552 22.2581111, 90.74463859999999 22.2565278, 90.7448052 22.2560556, 90.74716629999999 22.2475274, 90.7488886 22.2419441, 90.749083 22.2387219, 90.7503889 22.2303327, 90.75063890000001 22.2294438, 90.7526944 22.219916, 90.75275000000001 22.2194993, 90.7542778 22.2110556, 90.75505559999999 22.2091111, 90.7566667 22.2023333, 90.7602222 22.1946386, 90.7601667 22.1901108, 90.7601667 22.1858052, 90.7601667 22.1857497, 90.76013890000002 22.1856386, 90.76011109999999 22.176166, 90.75991670000001 22.1675549, 90.7598611 22.1674438, 90.7596944 22.1668604, 90.7540556 22.1595556, 90.74811080000001 22.1525833, 90.7413608 22.1453608, 90.7346386 22.1386108, 90.7276382 22.1321382, 90.721166 22.125666, 90.7211382 22.1228327, 90.7208327 22.117416, 90.7203327 22.1168049, 90.71369440000001 22.1098056, 90.711 22.1070833, 90.7105 22.1066111, 90.70647220000001 22.10775, 90.696833 22.1074722, 90.69224969999999 22.1057222, 90.6923608 22.1028056, 90.6923886 22.1013056, 90.6924997 22.0951108, 90.6924997 22.093583, 90.6926663 22.087833, 90.69274969999999 22.0846108, 90.69283299999999 22.0801104, 90.69291629999999 22.0753604, 90.69294410000001 22.0705271, 90.6891108 22.0699993, 90.6823327 22.0658611, 90.6823327 22.0641389, 90.682416 22.0600556, 90.682416 22.0568333, 90.68258270000001 22.0476108, 90.682666 22.0392774, 90.6827771 22.0301382, 90.6827771 22.0276938, 90.67733270000001 22.0272771, 90.6771104 22.0272493, 90.676416 22.0275827, 90.66961040000001 22.0274716, 90.6665278 22.0274438, 90.6600833 22.0272216, 90.65986109999999 22.0270549, 90.6573056 22.0270549, 90.65675 22.0271938, 90.65658329999999 22.0272216, 90.6481941 22.0285271, 90.6449719 22.0300827, 90.64277740000001 22.0336386, 90.64338859999999 22.0356663, 90.6414997 22.0363886, 90.6413608 22.0364163, 90.63641629999999 22.037833, 90.62697159999999 22.0396386, 90.6250271 22.0406386, 90.62505490000001 22.0408608, 90.62524930000001 22.0428608, 90.62555490000001 22.0468052, 90.62761040000001 22.0503611, 90.62933270000001 22.0549167, 90.6241382 22.0616944, 90.62272159999999 22.0629722, 90.62277709999999 22.0689438, 90.61738819999999 22.0699993, 90.6188604 22.0748882, 90.6194438 22.076666, 90.620166 22.0784438, 90.61738819999999 22.0796938, 90.61438890000001 22.0808882)",12179,73.775,,road,,0,,25970,0,R890,33279,98.985,0,,620439041,1,1,1,1.39E-15,0,0.97722216,0,0,2,1,0,0,0,173,0,86.5,0,0,2,173
161,,,2178,0,,18202,1,34.2,,"LINESTRING (90.26530560000001 23.4732771, 90.2608056 23.4740271, 90.25449999999999 23.4737216, 90.25068736915914 23.47065504234528)",51407,16.6614603,,road,,0,,12271,15,N8,43495,34.2,0,,217818202,1,1,1.002144341,0.002065233,0.030753968,1.02590371,0,0.050703183,40,1.00088067,0.001237637,38002.73472,150790.0941,1402,0.014101596,350.5,0,0,4,1402
162,2,,2178,0,13,436,1,,24,"LINESTRING (89.85168499528064 23.73876859628448, 89.89622528154405 23.72189184514229, 89.93975250836522 23.70477141338772, 89.98160425734793 23.6838671471739, 90.01242023021817 23.65032023767676, 90.03771955628879 23.61102320619917, 90.06012588229191 23.56995601985907, 90.09006009777551 23.5343093710961, 90.12037461667691 23.50168181176168, 90.1621246915786 23.48771811148327, 90.20529348569066 23.47791460084715, 90.24799712966753 23.47296396170405, 90.25068736915914 23.47065504234528)",508,57.35195372,,water,Padma,0,0,12270,0,,,,river,0,4362178,1,1,1.011491995,0.007562551,0.081349206,1.023503749,0,0.108438194,93,1.003428423,0.007426968,201442.3471,609842.6041,0,0.044150255,0,0,0,0,0
163,,,2178,0,,41541,1,50.34,,"LINESTRING (90.25068736915914 23.47065504234528, 90.1801104 23.4138889, 90.17441600000001 23.4101389, 90.1740827 23.4099444, 90.17211040000001 23.4086944, 90.18033270000001 23.4041389, 90.15425000000001 23.4026944, 90.1526944 23.4029722, 90.15275 23.4030833, 90.1516944 23.4031667, 90.1446108 23.4029444, 90.13502740000001 23.4013889, 90.13377740000001 23.4010278, 90.1334997 23.4008611, 90.13074930000001 23.3995552, 90.1267216 23.3967219, 90.1256382 23.3880552, 90.12508270000001 23.3829993, 90.12472159999999 23.3824438, 90.1223327 23.3803604, 90.11844379999999 23.3792216, 90.11413890000002 23.3783049, 90.11277779999999 23.3780271, 90.10355559999999 23.3760827, 90.09483299999999 23.3723882, 90.09377740000001 23.3723049, 90.08491629999999 23.3710827, 90.07552709999999 23.3695549, 90.066 23.3693882, 90.0658056 23.3693882, 90.06286109999999 23.3694716, 90.0559444 23.3698882, 90.0500833 23.3699993, 90.04986080000001 23.3699993, 90.0462497 23.3700827, 90.0459719 23.3701382, 90.03663859999999 23.3704716, 90.0329993 23.3715271, 90.027416 23.3737771, 90.020416 23.3760549, 90.020166 23.3761382, 90.01816600000001 23.3766938, 90.0141667 23.3778327, 90.00938890000001 23.3792216, 90.0086944 23.3794438, 90.0053056 23.3807771, 90.00475 23.3810271, 89.9999163 23.3830827, 89.9911386 23.3869441, 89.99033299999999 23.387333, 89.98797190000001 23.3883608, 89.9877497 23.3884997, 89.98374970000008 23.39022189999999)",43261,47.6145397,,road,,0,,12273,15,N8,43519,50.34,0,,217841541,1,1,1,1.39E-15,0,0.999302106,0,0,64,1,0,0,0,1070,0,267.5,0,0,4,1070
164,2,,2178,0,13,1613,1,,24,"LINESTRING (90.25068736915914 23.47065504234528, 90.28179337092752 23.44395806987082, 90.31558961218751 23.4149521780376, 90.35400166532595 23.38592189642533, 90.39272825128799 23.35728619830506, 90.43192267105333 23.3293059551054, 90.47560783266368 23.3142204376012, 90.52374750145675 23.3126959850426, 90.56575854791817 23.28974970270086, 90.60253217997996 23.25893930054629, 90.63482444463543 23.22625293724505)",1791,52.70659874,,water,Padma,0,0,10266,0,,,,river,0,16132178,1,1,1.005044836,0.003133581,0.050595238,0.997652445,0,0.059955588,58,1.001413981,0.00341356,97197.76719,250431.7229,0,0.030048659,0,0,0,0,0
165,,,3755,0,,21103,0,0.809,,"LINESTRING (90.40358329999999 24.6712771, 90.4055556 24.6775827, 90.40572220000001 24.677666, 90.40675 24.6766382)",183,1.009,,road,,0,,13954,0,N303,999990,0.809,0,,375521103,1.001223765,1.001004016,1,1.39E-15,0,1.000705177,0,0,4,1,0,0,0,7690,0,3845,0,0,2,7690
166,,,22662,0,,7851,0,36.312,,"LINESTRING (90.6444719 24.109, 90.64519066283859 24.10936142928199, 90.649333 24.1114444)",50199,0.587,,road,,0,,32919,0,R313,11588,35.725,0,,785122662,1.002951838,1.005040323,1.00020807,0.000169199,0.02827381,1.002481055,0,0.02553664,40,1.00008877,0.000175524,4847.816853,10590.43039,227,0.006652321,113.5,0,0,2,227
167,,,7873,0,,23034,0,1,,"LINESTRING (90.3818327 23.9893886, 90.38173929642093 23.98938965529498)",51100,0.009498605,,road,,0,,18079,0,N4,46590,0,0,,787323034,1.044425273,1.057264051,1.006032971,0.014336978,0.029265873,1.01164557,1,0.024796447,89,1.008069679,0.010372688,904620.9308,1159278.49,11657,0.031261143,4238.909091,0,0,2.75,11657
168,,,7873,1,,7879,0,1.023,,"LINESTRING (90.3818327 23.9893886, 90.3915552 23.9911941, 90.39836080000001 23.9920274, 90.40133330000001 23.9925552, 90.4020556 23.9926386, 90.40477779999999 23.9930274, 90.4063611 23.993333, 90.4116944 23.9948886)",11803,3.139,,road,,0,,18078,0,R310,11615,1.023,0,,78737879,1.045927464,1.057264051,1.006032971,0.014336978,0.029265873,1.009085984,37,0.024796447,90,1.008069679,0.010372688,904620.9308,1159278.49,1543,0.031261143,685.7777778,0,0,2.25,1543
169,3,Asssumed Class,1388,0,61,1388,0,,197,"LINESTRING (89.48424980307296 24.68669397417009, 89.48424980307296 24.68669397417009)",1556,1.874845503,,water,Bangali,0,,11435,0,,,,river,,13881388,1,1,1,1.39E-15,0,0,0,0,20,1,0,0,0,0,0,0,0,0.083635322,0,0
170,3,Asssumed Class,1388,0,61,1389,0,,197,"LINESTRING (89.48424980307296 24.68669397417009, 89.48291482894756 24.68453757431458)",1958,0.542088951,,water,Bangali,-1,,11436,0,,,,river,,13881389,1,1,1,1.39E-15,0,0.994310383,0,0,20,1,0,0,0,0,0,0,0,0.073276328,0,0
171,4,,138,0,99,1413,0,,177,"LINESTRING (89.13961310000001 24.4130348, 89.1793545 24.3969682, 89.21292510000001 24.3837466, 89.2524189 24.3739662)",767,14.97519846,,water,Baral,0,186299126,10156,0,,,,river,,1381413,1,1,1.0000246,2.35E-05,0.005456349,1.004721391,0,0.012953368,22,1.000016192,2.39E-05,4280.318505,4659.640771,0,0.002133262,0,0,0.238457773,0,0
172,4,,138,0,100,1918,1,,177,"LINESTRING (89.13961310000001 24.4130348, 89.10247838405438 24.40241370778895, 89.08432171378112 24.3792106335523, 89.07810204874572 24.37689311402513, 89.08399719539112 24.36850284283411, 89.06853276932655 24.34833756072362)",2073,14.80065167,,water,Baral,0,186299126,11957,0,,,,river,,1381918,1.000612009,1.001004016,1.0000246,2.35E-05,0.005456349,1.004357223,0,0.012953368,34,1.000016192,2.39E-05,4280.318505,4659.640771,0,0.002133262,0,0,0.147655403,0,0
173,,,30859,0,,7450,0,11.111,,"LINESTRING (90.4096667 24.2261104, 90.41238890000001 24.2280827, 90.41852709999999 24.2307493, 90.42822159999999 24.2318049, 90.43805520000001 24.2317216, 90.44055520000001 24.2317216, 90.4478608 24.2315549, 90.4568333 24.2314716, 90.45772220000001 24.2314993, 90.45788890000002 24.2315271, 90.4646667 24.2319993, 90.46754940312501 24.23209844616936, 90.47436040000001 24.2323327, 90.47741600000001 24.232666, 90.4817493 24.2337497, 90.4856108 24.2346663, 90.48691629999999 24.2349719, 90.49097190000001 24.2367219, 90.4944163 24.2402497, 90.5029167 24.244083, 90.5121111 24.2463608, 90.5125556 24.2463608, 90.52186040000001 24.2452219, 90.52197159999999 24.2476663, 90.5226382 24.248333, 90.5227493 24.2532222, 90.5206938 24.2563611, 90.51997159999999 24.2595278, 90.51991600000001 24.2613056, 90.51991600000001 24.2615833, 90.51994379999999 24.2625556, 90.51983270000001 24.2636667, 90.5197771 24.2640556, 90.5199993 24.2651667, 90.5214993 24.2708604, 90.5215271 24.2709716, 90.52172159999999 24.2736938, 90.52424930000001 24.2787493, 90.52658270000001 24.278416, 90.52722159999999 24.2783882, 90.52933270000001 24.2780549, 90.53047159999998 24.2778327, 90.5358052 24.2744993, 90.536653135 24.27413262875, 90.5378608 24.2736104, 90.5383052 24.2733882, 90.53916629999999 24.2728882, 90.54252740000001 24.2731104, 90.54499969999999 24.2731938, 90.54502842758622 24.27319092413793, 90.5452774 24.273166, 90.5458886 24.2729716, 90.5469719 24.2728327, 90.5473052 24.2726382, 90.5526667 24.2753604, 90.55825 24.279916, 90.5600556 24.2805549, 90.56463890000001 24.2819716, 90.5663333 24.2836941, 90.56688819999999 24.2839163, 90.56733270000001 24.2839441, 90.56772159999999 24.2838886, 90.56816600000001 24.284583, 90.56861040000001 24.2845552, 90.5715271 24.2882774, 90.572666 24.2896386, 90.5752493 24.2924441, 90.57527709999999 24.2926386, 90.5768882 24.2961386, 90.57572159999999 24.2989719, 90.574916 24.3006667, 90.57480490000002 24.3013056, 90.57580490000001 24.3033889, 90.57661040000001 24.3034167, 90.57899930000001 24.3035833, 90.5837497 24.3063056, 90.58463859999999 24.3072222, 90.5847497 24.3071944, 90.584333 24.3096389, 90.5828882 24.3125833, 90.58244298285715 24.31394521, 90.58194379999999 24.3154722, 90.58194379999999 24.3155833, 90.5818882 24.3156389, 90.5815827 24.3197493, 90.5826938 24.3220827, 90.58297159999999 24.3283327, 90.58199930000001 24.3307493, 90.5811104 24.3325549, 90.5797771 24.3337497, 90.5798882 24.3379719, 90.57947159999999 24.3393052, 90.57830490000001 24.3413886, 90.5782493 24.3415274, 90.5778882 24.3433608, 90.5778327 24.3436108, 90.5776382 24.3454163, 90.57819379999999 24.3463886, 90.5787771 24.3549167, 90.57827709999999 24.3589167, 90.57586040000001 24.3631111, 90.5726104 24.3513056, 90.5734993 24.3536667, 90.5706938 24.3786938, 90.56705490000002 24.3862774, 90.5653889 24.3876663, 90.56299999999999 24.393833, 90.5629722 24.3942774, 90.5625556 24.3978608, 90.56302779999999 24.3998886, 90.5625833 24.4025833, 90.5625 24.4027778, 90.5607778 24.4047222, 90.5601667 24.4105278, 90.55933329999999 24.4168882, 90.5594167 24.4192493, 90.55877779999999 24.427916, 90.5571667 24.4354997, 90.5553333 24.4440274, 90.5550556 24.4452497, 90.55497220000001 24.4519167)",11490,43.41,,road,,0,,17775,0,R314,11263,11.111,0,,745030859,1,1,1,1.39E-15,0,1.000377079,0,0,37,1,0,0,0,605,0,605,0,0,1,605
174,4,,2189,0,117,1457,1,,145,"LINESTRING (89.1549024963401 23.90390100469377, 89.18116908857313 23.88705343794049, 89.19550941436762 23.84905037936293, 89.2406102045743 23.84791481094662, 89.26454533502609 23.80981759950826, 89.26849843135075 23.77193101496959, 89.26360945601554 23.75057700942766, 89.30752575549919 23.73414893852696, 89.32900115167357 23.69845135195691, 89.36416541230477 23.66795418605915, 89.4058716 23.6843058, 89.44604030000001 23.6534904, 89.46715727674241 23.63764320943108, 89.48582499058661 23.60783139070419, 89.49513346143887 23.58586660006022, 89.51346423630558 23.54229602513098, 89.52092030073357 23.52902435881937, 89.51927073212741 23.51412931624979, 89.56647649166439 23.49941743363547, 89.60718148867015 23.47193894403855, 89.60364099309597 23.42358895193712, 89.6037779 23.4178694, 89.60549450000001 23.4102453, 89.60597849290173 23.40879949095002, 89.6136844 23.38578, 89.61879651109138 23.37665581579095, 89.58829060316903 23.37157318469046, 89.60966980000001 23.3473044, 89.62071866786181 23.30122653985807, 89.65641036315355 23.29893403188049, 89.64557720671957 23.27154219347627, 89.64645106121068 23.24196968193396, 89.68765366901788 23.25474035447277, 89.68561604721384 23.22940276260063, 89.67969230303739 23.2103874283041, 89.6824154 23.2133636, 89.69269300000001 23.213954, 89.69735 23.2096739, 89.6970288 23.2058365, 89.69024815825362 23.19442800907236)",1632,170.2079597,,water,Madhumati River,0,288288169,10495,0,,,,river,,14572189,1,1,1,1.39E-15,0,0.991629156,0,0.001110289,100,1,0,0,0,0,0.000811551,0,0,0,0,0
